"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","16","21","5","1","3.511344","0","81"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","16","21","1","1","48.383179","0","92"
"/Game/StarterContent/Materials/M_Glass.M_Glass","16","42","1","1","95.665916","0","364"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","16","112","3","1","184.491241","0","1550"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","16","21","2","1","49.215248","0","102"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","16","21","1","1","52.348339","0","133"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","16","21","3","1","3.524832","0","115"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","16","21","4","1","49.487415","0","112"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","16","21","4","1","50.456123","0","108"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","16","21","4","1","53.720043","0","125"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","16","21","3","1","51.711548","0","124"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","16","21","2","1","50.453255","0","106"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","16","21","5","1","53.790005","0","112"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","16","21","1","1","53.627277","0","101"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","16","21","3","1","51.773354","0","130"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","16","21","3","1","55.678070","0","111"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","16","21","4","1","53.300732","0","121"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","16","21","4","1","53.112423","0","121"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","16","21","2","1","55.543636","0","109"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","16","21","4","1","52.322300","0","114"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","16","21","2","1","52.103634","0","108"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","16","21","1","1","54.149479","0","116"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","16","21","2","1","53.121742","0","109"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","16","21","3","1","52.995983","0","106"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","16","21","2","1","55.751682","0","104"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","16","21","2","1","55.255733","0","112"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","16","21","2","1","52.526447","0","119"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","16","21","2","1","53.737854","0","108"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","16","21","3","1","52.170776","0","122"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","16","21","3","1","55.043510","0","86"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","16","21","2","1","61.603508","0","133"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","16","21","1","1","59.941757","0","115"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","16","21","4","1","55.026821","0","114"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","16","21","4","1","56.311577","0","110"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","16","21","4","1","53.991230","0","122"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","16","21","3","1","3.983749","0","97"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","16","21","3","1","54.716541","0","118"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","16","21","2","1","54.041691","0","100"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","16","21","2","1","53.278645","0","150"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","16","21","4","1","51.970093","0","114"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","16","84","1","1","167.232819","0","1216"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","16","24","1","1","59.714928","0","121"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","16","32","6","1","4.421143","0","244"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","16","4","4","2","5.637338","0","4"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","16","36","3","1","86.488823","0","230"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","16","24","3","1","61.637257","0","159"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","16","21","3","1","52.163105","0","92"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","16","21","1","1","3.880162","0","102"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","16","21","2","1","52.334255","0","106"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","16","33","1","1","5.907673","0","231"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","16","21","3","1","51.285000","0","85"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","16","21","4","1","50.325134","0","87"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","16","2","2","1","5.126223","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","16","2","2","1","0.364527","0","2"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","16","63","3","1","11.110178","0","755"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","16","30","2","1","71.928078","0","179"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","16","24","5","1","57.578842","0","131"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","16","32","3","1","73.516518","0","176"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","16","32","3","1","74.859528","0","210"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","16","21","3","1","51.069912","0","101"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","16","21","3","1","51.379108","0","116"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","16","12","5","1","27.343246","0","32"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","16","46","5","1","95.553429","0","414"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","16","12","3","1","27.607731","0","44"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","16","21","2","1","51.617210","0","132"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","16","21","4","1","50.645603","0","100"
